epoch,accuracy,dice_coef,loss,mean_io_u_7,val_accuracy,val_dice_coef,val_loss,val_mean_io_u_7
47,0.9909470081329346,0.7401772141456604,0.2780212461948395,0.8952926397323608,0.9896309971809387,0.7696239352226257,0.25192493200302124,0.9202389121055603
48,0.9900417327880859,0.72971111536026,0.2887679934501648,0.8980087041854858,0.9840230345726013,0.8110198378562927,0.22816045582294464,0.9310359954833984
49,0.9915704131126404,0.7348851561546326,0.2812587022781372,0.9105174541473389,0.9925228357315063,0.8049381375312805,0.20795755088329315,0.9350991249084473
50,0.9918195605278015,0.7445523738861084,0.27028968930244446,0.9147933721542358,0.9879254102706909,0.8311826586723328,0.19173017144203186,0.9198887944221497
51,0.9910927414894104,0.7283179759979248,0.2881106734275818,0.9000480771064758,0.9899681210517883,0.7739090323448181,0.24525175988674164,0.9122539758682251
52,0.9911295771598816,0.7525203227996826,0.26269373297691345,0.8843318223953247,0.992389976978302,0.8051722645759583,0.20729848742485046,0.9079217910766602
53,0.9921461939811707,0.7537559270858765,0.2601432204246521,0.9102011919021606,0.9913517832756042,0.772587776184082,0.2421988844871521,0.9049640893936157
54,0.9922987818717957,0.7461295127868652,0.2684001326560974,0.9110988974571228,0.9908416867256165,0.7774378061294556,0.24158398807048798,0.9367870092391968
55,0.9917144179344177,0.7525187134742737,0.26104968786239624,0.9004665613174438,0.987906813621521,0.7947068810462952,0.22619159519672394,0.9005721807479858
56,0.9913061261177063,0.748537003993988,0.2676338255405426,0.8984584808349609,0.9892480969429016,0.8203119039535522,0.20478636026382446,0.9600849747657776
57,0.9910920858383179,0.7517281770706177,0.26546820998191833,0.9100762605667114,0.990718424320221,0.7721875905990601,0.24836210906505585,0.9483813047409058
58,0.9932370781898499,0.7615313529968262,0.2504977583885193,0.9193902015686035,0.993256688117981,0.8177282214164734,0.19344384968280792,0.9269750118255615
59,0.9908162355422974,0.7374191880226135,0.2805793285369873,0.9063001871109009,0.9893711805343628,0.800998330116272,0.21868084371089935,0.9012963771820068
60,0.9906567335128784,0.7295451164245605,0.28655630350112915,0.8807235956192017,0.986953854560852,0.7549828290939331,0.275778591632843,0.9367538690567017
61,0.9905295968055725,0.7232967615127563,0.29751646518707275,0.8778494000434875,0.9894116520881653,0.7806710004806519,0.23756007850170135,0.8743281364440918
62,0.990625262260437,0.7549545764923096,0.26320257782936096,0.8928974270820618,0.990894615650177,0.8089666366577148,0.2110360562801361,0.9409674406051636
63,0.9929031133651733,0.7511141300201416,0.2613571286201477,0.9058621525764465,0.9934661984443665,0.8228358626365662,0.1908389776945114,0.9569734334945679
64,0.9914373159408569,0.7292241454124451,0.28606492280960083,0.9046742916107178,0.9938322305679321,0.8421874642372131,0.16732564568519592,0.91835618019104
65,0.9923824071884155,0.7528891563415527,0.26017722487449646,0.8917364478111267,0.9903361201286316,0.8082281351089478,0.2042958289384842,0.8887425661087036
66,0.9914035201072693,0.7265572547912598,0.29030221700668335,0.9099663496017456,0.9945272207260132,0.8208118677139282,0.19006460905075073,0.9500306844711304
67,0.9904890060424805,0.7565394639968872,0.26110783219337463,0.8869059681892395,0.9939384460449219,0.8593542575836182,0.1506841629743576,0.9338269233703613
68,0.9910567402839661,0.7314566969871521,0.2860276401042938,0.8858660459518433,0.9930968880653381,0.800311267375946,0.21292169392108917,0.9283190965652466
69,0.9924411177635193,0.7452356815338135,0.26810601353645325,0.9095537662506104,0.9925016760826111,0.7737941145896912,0.2419886738061905,0.9406979084014893
70,0.9911027550697327,0.7541426420211792,0.26229584217071533,0.9185045957565308,0.9939640760421753,0.8424453139305115,0.16761139035224915,0.9478856325149536
71,0.9921721816062927,0.7505323886871338,0.26256734132766724,0.8990275859832764,0.9913702011108398,0.8345316648483276,0.1778230518102646,0.9119385480880737
72,0.9926868677139282,0.7773271203041077,0.2349453866481781,0.9140260219573975,0.9858800172805786,0.7742747068405151,0.24815142154693604,0.8765276074409485
73,0.990416407585144,0.7329150438308716,0.2859468162059784,0.9099637269973755,0.9888746738433838,0.8204271793365479,0.1962062567472458,0.8926188945770264
74,0.9918503761291504,0.7609570026397705,0.252109557390213,0.8983606100082397,0.9914506077766418,0.8088135123252869,0.2075835019350052,0.90565025806427
75,0.9911677837371826,0.7555591464042664,0.2609500288963318,0.9080225229263306,0.9918223023414612,0.8184232115745544,0.19644658267498016,0.928959310054779
76,0.991879940032959,0.7556619644165039,0.2585586607456207,0.9059047698974609,0.9882513880729675,0.7674834728240967,0.25937360525131226,0.9443954825401306
77,0.9921823740005493,0.760685920715332,0.25267931818962097,0.9135417938232422,0.9918040633201599,0.7930588722229004,0.22256284952163696,0.9031268358230591
78,0.9930930733680725,0.7625809907913208,0.24917516112327576,0.9028377532958984,0.9917587637901306,0.797076940536499,0.2174668163061142,0.9335006475448608
79,0.9917311072349548,0.7624034285545349,0.2535264194011688,0.9133526086807251,0.9915345907211304,0.7979936599731445,0.21613195538520813,0.9051450490951538
80,0.9930602312088013,0.773582398891449,0.2381456047296524,0.9125326871871948,0.9944947361946106,0.8466616868972778,0.1633896380662918,0.9461590647697449
81,0.9920098781585693,0.7440608739852905,0.2704489827156067,0.9222410917282104,0.9932513236999512,0.8296499252319336,0.1812184751033783,0.914946436882019
82,0.9923726320266724,0.760248601436615,0.2521776854991913,0.8932921886444092,0.9882042407989502,0.80660480260849,0.21271395683288574,0.8885177373886108
83,0.9930907487869263,0.7663498520851135,0.24685227870941162,0.907880961894989,0.9919655323028564,0.7784249186515808,0.24059469997882843,0.9492892026901245
84,0.9935517907142639,0.7601937651634216,0.25045788288116455,0.9053142070770264,0.9881457686424255,0.8177105784416199,0.20661525428295135,0.9255911707878113
85,0.9907023310661316,0.724478542804718,0.29286766052246094,0.8835282325744629,0.9933694005012512,0.8270020484924316,0.18395978212356567,0.9226275682449341
86,0.991579532623291,0.7663132548332214,0.24890932440757751,0.91290283203125,0.9923331141471863,0.8018019795417786,0.21679814159870148,0.9657933712005615
87,0.9913524389266968,0.7442752718925476,0.2714565694332123,0.9062339663505554,0.9879679679870605,0.7823753952980042,0.23913981020450592,0.8913841843605042
88,0.9906870722770691,0.7273816466331482,0.2917351722717285,0.9148392677307129,0.9936636686325073,0.7541899085044861,0.25782179832458496,0.9346970915794373
89,0.9929797649383545,0.7594841122627258,0.25213655829429626,0.9118213057518005,0.9910032749176025,0.8502489924430847,0.16478653252124786,0.9189833402633667
90,0.9909950494766235,0.7426164150238037,0.2741631269454956,0.8982573747634888,0.991500735282898,0.7930478453636169,0.22128324210643768,0.9067304134368896
91,0.9915061593055725,0.7495242953300476,0.26532411575317383,0.8904099464416504,0.9919719099998474,0.7959336042404175,0.21606819331645966,0.906478762626648
92,0.9924459457397461,0.757591187953949,0.25540974736213684,0.8934168815612793,0.9922614693641663,0.8156245350837708,0.19830355048179626,0.9245998859405518
93,0.9932536482810974,0.7715570330619812,0.239227756857872,0.899260401725769,0.9933852553367615,0.8506713509559631,0.1600061058998108,0.9257402420043945
94,0.9912875294685364,0.7562558650970459,0.25831350684165955,0.8866838216781616,0.9901220202445984,0.8070290684700012,0.21543799340724945,0.9482057094573975
95,0.9919689893722534,0.7356651425361633,0.279470294713974,0.9058129787445068,0.9923856258392334,0.8340240120887756,0.17846167087554932,0.9087373614311218
96,0.9918105602264404,0.7515079975128174,0.26170751452445984,0.8855423927307129,0.9901736974716187,0.7973809242248535,0.21948730945587158,0.9105825424194336
97,0.9918251633644104,0.7501615881919861,0.26323601603507996,0.8869805335998535,0.9911640286445618,0.8220123648643494,0.1912364661693573,0.8670021891593933
98,0.9915447235107422,0.7715542912483215,0.24530380964279175,0.9010184407234192,0.9932506680488586,0.8025423884391785,0.20997655391693115,0.9356234073638916
99,0.9916098713874817,0.749447226524353,0.26434022188186646,0.8867006301879883,0.9905114769935608,0.8297194838523865,0.18453358113765717,0.9036858081817627
